Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,MP,Source
NMRPBPVERJPACX-UHFFFAOYSA-N,OC(CCCCC)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.98,0.010471285,130.23,153.672,-196,ONSC
LNEPOXFFQSENCJ-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.976,0.010568175,375.9,334.52,164,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,-1.972650392,0.01065,178.23,168.432,32.5,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,BBMCTIGTTCKYKF-UHFFFAOYSA-N,CCCCCCCO,-1.991054175,0.010208121,242.65,195.832,38,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.993918584,0.010141015,242.65,195.968,38,ONSC
UOCLXMDMGBRAIB-UHFFFAOYSA-N,C(C)(Cl)(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2,0.01,133.4,91.144,56,ONSC
UEMGWPRHOOEKTA-UHFFFAOYSA-N,Fc1cc(ccc1)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2,0.01,114.09,94.008,137.5,ONSC
QTBFPMKWQKYFLR-UHFFFAOYSA-N,ClCC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2,0.01,92.57,93.912,181,ONSC
QUGUFLJIAFISSW-UHFFFAOYSA-N,Fc1ccc(cc1)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.97,0.010715193,114.09,94.088,103,ONSC
FBPFZTCFMRRESA-KVTDHHQDSA-N,O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-2,0.01,182.17,162.336,-26,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,AMQJEAYHLZJPGS-UHFFFAOYSA-N,OCCCCC,-1.995678626,0.0101,178.23,168.504,32.5,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-1.97,0.010715193,198.65,175.944,110,ONSC
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.969999998,0.010715193,360.4,330.176,52,ONSC
YNDXUCZADRHECN-JNQJZLCISA-N,O=C\1\C=C5/[C@@](/C=C/1)(C)[C@]2(F)[C@H]([C@H]3[C@](C[C@@H]2O)([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)CO)C)CC5,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.950000002,0.011220185,434.5,382.776,161,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,-1.946153573,0.01132,178.23,168.448,32.5,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,-1.942386988,0.011418604,212.27,178.256,118,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,-1.941533171,0.011441075,242.65,196.328,38,ONSC
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,C(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.94,0.011481536,44.1,62.008,27,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,-1.935542011,0.0116,178.23,168.784,32.5,ONSC
BXRFQSNOROATLV-UHFFFAOYSA-N,c1cc(C=O)ccc1[N+](=O)[O-],XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-1.935542011,0.0116,151.12,127.904,112,ONSC
SVYBEBLNQGDRHF-UHFFFAOYSA-N,O=S(=O)(Nc1nnc(s1)CC)c2ccc(N)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.94,0.011481536,284.4,231.032,-10,ONSC
JWAZRIHNYRIHIV-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)O,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.953510282,0.01112986,144.17,134.48,173.5,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,WVYWICLMDOOCFB-UHFFFAOYSA-N,OC(C)CC(C)C,-1.955300701,0.011084071,212.27,177.928,118,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,-1.968080875,0.010762648,242.65,196.32,38,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-1.967073072,0.010787652,212.27,177.992,118,ONSC
WVAKABMNNSMCDK-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(cc1)N)NC(=O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.966,0.01081434,215.23,174.984,-42.9,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-1.960877372,0.010942653,212.27,177.888,118,ONSC
LDZYRENCLPUXAX-UHFFFAOYSA-N,[nH]1c(nc2c1cccc2)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.96,0.010964782,132.16,124.224,20,ONSC
BSPCSKHALVHRSR-UHFFFAOYSA-N,CC(CC)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.96,0.010964782,92.57,93.816,161,ONSC
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc3ccccc3S2,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-1.953789361,0.011122711,199.27,172.96,-1.32,ONSC
CFBYEGUGFPZCNF-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.96,0.010964782,153.14,133.624,170,ONSC
FBPFZTCFMRRESA-KVTDHHQDSA-N,O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)CO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,-1.95939766,0.01098,182.17,162.2,-26,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.958607315,0.011,180.16,156.72,287,ONSC
NUVBSKCKDOMJSU-UHFFFAOYSA-N,O=C(OCC)c1ccc(O)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.9586,0.011000185,166.17,154.056,85,ONSC
HYYBABOKPJLUIN-UHFFFAOYSA-N,O=C(O)c2c(Nc1cccc(c1C)C)cccc2,IDGUHHHQCWSQLU-UHFFFAOYSA-N,CCO.O,-1.958076262,0.011013459,241.28,226.04,84.3,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.955571383,0.011077165,216.3,179.728,103.5,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-2.006134361,0.009859744,212.27,177.648,118,ONSC
WUBBRNOQWQTFEX-UHFFFAOYSA-N,O=C(O)c1ccc(cc1O)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.007,0.009840111,153.14,132.2,124,ONSC
BBYDXOIZLAWGSL-UHFFFAOYSA-N,O=C(O)c1ccc(F)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.067323341,0.008564,140.11,116.672,257,ONSC
WTEVQBCEXWBHNA-UHFFFAOYSA-N,O=CC=C(CCC=C(C)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.06,0.008709636,152.23,168.712,189,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-2.059981845,0.00871,178.23,168.512,32.5,ONSC
ZWLPBLYKEWSWPD-UHFFFAOYSA-N,O=C(O)c1ccccc1C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.056505484,0.00878,136.15,127.248,-59,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-2.091635531,0.008097752,242.65,195.416,38,ONSC
QYZLKGVUSQXAMU-UHFFFAOYSA-N,C(C=C)C=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.09,0.008128305,68.12,83.128,179,ONSC
GEDIWDLJKRKBFT-UHFFFAOYSA-N,n1(nc(cc1OC(=O)N(C)C)C)-c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.09,0.008128305,245.28,227.768,147,ONSC
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc3ccccc3S2,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,-2.089846009,0.008131188,199.27,173.464,-1.32,ONSC
RECUKUPTGUEGMW-UHFFFAOYSA-N,Oc1c(ccc(c1)C(C)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.08,0.008317638,150.22,158.216,-45,ONSC
PXWUKZGIHQRDHL-UHFFFAOYSA-N,N(C(C)C)c1nc(nc(n1)OC)NCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.08,0.008317638,211.26,204.736,198,ONSC
VEFLKXRACNJHOV-UHFFFAOYSA-N,C(CCBr)Br,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.08,0.008317638,201.89,98.6,-156.2,ONSC
PRGQOPPDPVELEG-UHFFFAOYSA-N,c31c(cccc1)C(C(c2c(cccc2)N3C(=O)N)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.027,0.009397233,270.28,233.152,133,ONSC
XOFYZVNMUHMLCC-ZPOLXVRWSA-N,O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)\C=C/[C@]1(C)[C@H]4C(=O)C[C@@]23C,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-2.022276395,0.0095,358.4,324.848,170,ONSC
JLRGJRBPOGGCBT-UHFFFAOYSA-N,O=S(=O)(c1ccc(cc1)C)NC(=O)NCCCC,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,-2.01280901,0.009709369,270.35,248.048,140,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,-2.009943509,0.009773643,242.65,196.024,38,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-2.008460282,0.00980708,212.27,178.192,118,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,-2.008330993,0.00981,178.23,168.36,32.5,ONSC
BJVVMKUXKQHWJK-UHFFFAOYSA-N,N1C(=O)NC(=O)C(C1=O)(C(CC)C)CC=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.02,0.009549926,224.26,209.496,185,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,YIWUKEYIRIRTPP-UHFFFAOYSA-N,OCC(CC)CCCC,-2.054325642,0.00882418,178.23,168.32,32.5,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,RNHWYOLIEJIAMV-UHFFFAOYSA-N,ClCCCCCCCCCCCCCC,-2.051131077,0.008889328,167.21,154.184,182,ONSC
WKOLLVMJNQIZCI-UHFFFAOYSA-N,O(C)c1c(ccc(c1)C(=O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-2.05,0.008912509,168.15,145.408,263,ONSC
JOFWLTCLBGQGBO-UHFFFAOYSA-N,Clc4ccccc4C/2=N/Cc1nnc(n1c3c\2cc(Cl)cc3)C,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-2.049999999,0.008912509,343.2,274.752,131.5,ONSC
JYGXADMDTFJGBT-VWUMJDOOSA-N,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-2.031517051,0.0093,362.5,336.488,243,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(O)C,-2.045942636,0.008996164,212.27,178.176,118,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-2.044189289,0.009032557,212.27,177.84,118,ONSC
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc3ccccc3S2,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-2.036026213,0.00920394,199.27,173.272,-1.32,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.818000008,0.015205475,236.26,215.168,126,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,OCCCCCC,-1.81678911,0.01524793,212.27,177.96,118,ONSC
BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.81,0.015488166,116.2,136.984,33.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,XCIXKGXIYUWCLL-UHFFFAOYSA-N,C1CCC(C1)O,-1.809334193,0.015511929,178.23,168.984,32.5,ONSC
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.808,0.015559656,360.4,331,52,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,QUSNBJAOOMFDIB-UHFFFAOYSA-N,CCN,-1.804100348,0.0157,178.23,168.432,32.5,ONSC
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.8,0.015848932,362.5,336.152,243,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.82,0.015135612,198.65,176.024,110,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-1.839831707,0.01446,178.23,168.448,32.5,ONSC
BONIIQYTWOPUQI-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2c1C(=O)NC2=O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,-1.839271252,0.014478673,192.13,149.864,184.2,ONSC
RGCVKNLCSQQDEP-UHFFFAOYSA-N,Clc2cc1N(c3c(Sc1cc2)cccc3)CCCN4CCN(CCO)CC4,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.837,0.014554591,404,357.568,228,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,YIWUKEYIRIRTPP-UHFFFAOYSA-N,OCC(CC)CCCC,-1.836207656,0.014581169,212.27,178.248,118,ONSC
SCWKRWCUMCMVPW-UHFFFAOYSA-N,N(C)C(=O)Oc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.8,0.015848932,151.16,141.656,230,ONSC
FLOSMHQXBMRNHR-UHFFFAOYSA-N,S(=O)(=O)(N)C1=NN(C(=NC(=O)C)S1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.83,0.014791084,236.3,179.696,118,ONSC
KRIOVPPHQSLHCZ-UHFFFAOYSA-N,O=C(CC)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.83,0.014791084,134.17,135.352,73,ONSC
WWYNJERNGUHSAO-XUDSTZEESA-N,O=C4\C=C3/[C@@H]([C@H]2CC[C@]1([C@@H](CC[C@]1(C#C)O)[C@@H]2CC3)CC)CC4,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.829999999,0.014791084,312.4,307.456,96,ONSC
VSMDINRNYYEDRN-UHFFFAOYSA-N,c1cc(ccc1O)I,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.823908741,0.015,220.01,121.432,58,ONSC
JZFPYUNJRRFVQU-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,HEDRZPFGACZZDS-UHFFFAOYSA-N,C(Cl)(Cl)Cl,-1.795880017,0.016,282.22,222.168,140,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,AOPDRZXCEAKHHW-UHFFFAOYSA-N,O(CCCCC)CCCCC,-1.795880017,0.016,178.23,168.224,32.5,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.770660046,0.016956646,216.3,179.48,103.5,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-1.770459932,0.016964461,212.27,177.952,118,ONSC
DFWFIQKMSFGDCQ-UHFFFAOYSA-N,c1(nc(nc(n1)N)Cl)NC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.768,0.017060824,187.63,161.072,211,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.755920004,0.017542036,216.3,180.096,103.5,ONSC
WKRLQDKEXYKHJB-HFTRVMKXSA-N,O=C3CC[C@H]4C/2=C/Cc1c(ccc(O)c1)[C@H]\2CC[C@]34C,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.752,0.01770109,268.3,252.272,37,ONSC
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)c1c(cccc1)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.76,0.017378008,137.14,122.592,247.5,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-1.793092942,0.01610301,216.3,179.384,103.5,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-1.790947487,0.016182757,212.27,178.392,118,ONSC
HOLHYSJJBXSLMV-UHFFFAOYSA-N,Clc1c(c(ccc1)Cl)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.79,0.016218101,163,122.32,42,ONSC
JWAZRIHNYRIHIV-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)O,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,-1.783034005,0.016480333,144.17,134.424,173.5,ONSC
JHEFOJNPLXSWNZ-UHFFFAOYSA-N,Fc1ccc(cc1)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.78,0.016595869,153.15,136.624,101,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,C1=CC=C2C=C3C=CC=CC3=CC2=C1,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.78,0.016595869,178.23,168.552,32.5,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,c1ccc(cc1)Cl,-1.78,0.016595869,198.65,175.88,110,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,AMQJEAYHLZJPGS-UHFFFAOYSA-N,OCCCCC,-1.845073455,0.014286523,212.27,177.992,118,ONSC
BGRJTUBHPOOWDU-UHFFFAOYSA-N,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.85,0.014125375,341.4,305.44,224,ONSC
QPJVMBTYPHYUOC-UHFFFAOYSA-N,C(=O)(c1ccccc1)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.85,0.014125375,136.15,128.376,200,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,RSJKGSCJYJTIGS-UHFFFAOYSA-N,C(CCCCCCCC)CC,-1.910094889,0.0123,178.23,168.648,32.5,ONSC
BUNFNRVLMKHKIT-UHFFFAOYSA-N,[N+](=O)([O-])c1c(cccc1)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.91,0.012302688,180.16,156.184,123,ONSC
DIKBFYAXUHHXCS-UHFFFAOYSA-N,BrC(Br)Br,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.91,0.012302688,252.73,88.352,82.5,ONSC
UJAOSPFULOFZRR-UHFFFAOYSA-N,N(c1ccc(cc1)OC(=O)C)C(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.91,0.012302688,193.2,177.424,177,ONSC
BGRJTUBHPOOWDU-UHFFFAOYSA-N,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.908958654,0.012332222,341.4,305.208,224,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-1.907620716,0.012370273,212.27,177.992,118,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,SNRUBQQJIBEYMU-UHFFFAOYSA-N,C(CCCCCCCC)CCC,-1.907222982,0.012381607,178.23,169.072,32.5,ONSC
WIIZWVCIJKGZOK-RKDXNWHRSA-N,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.907,0.012387966,323.13,253.976,206,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.903811271,0.012479257,212.27,178.112,118,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,ATHHXGZTWNVVOU-UHFFFAOYSA-N,O=CNC,-1.896815769,0.012681897,178.23,168.416,32.5,ONSC
JWAZRIHNYRIHIV-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)O,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,-1.894220758,0.012757901,144.17,134.576,173.5,ONSC
IKCLCGXPQILATA-UHFFFAOYSA-N,Clc1c(cccc1)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.89,0.012882496,156.56,126.48,-22,ONSC
CCGPUGMWYLICGL-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(CCCC)C)cc1Cl,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.889728533,0.012890551,275.17,240.424,28,ONSC
LNEPOXFFQSENCJ-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(CO)O,-1.912730359,0.012225585,375.9,335.368,164,ONSC
XSTXAVWGXDQKEL-UHFFFAOYSA-N,C(=CCl)(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.93,0.011748976,131.38,85.296,68,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,OCCCCCC,-1.926648298,0.01184,178.23,168.344,32.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,DIOQZVSQGTUSAI-UHFFFAOYSA-N,C(CCCCCCCC)C,-1.921543182,0.01198,178.23,168.264,32.5,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-1.920818754,0.012,180.16,156.752,287,ONSC
CFXQEHVMCRXUSD-UHFFFAOYSA-N,ClC(CCl)CCl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.92,0.012022644,147.43,106.544,144,ONSC
