Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,Source
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,XCIXKGXIYUWCLL-UHFFFAOYSA-N,C1CCC(C1)O,-1.809334193,0.015511929,178.23,168.984,ONSC
NIHJLLRQVKJRSV-UHFFFAOYSA-N,c1(ccc(cc1)C(=O)O)N=NN(CCCC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.808,0.015559656,235.28,228.12,ONSC
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,O=C(CO)[C@@]3(O)CC[C@H]2[C@@H]4CC\C1=C\C(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.808,0.015559656,360.4,331,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,QUSNBJAOOMFDIB-UHFFFAOYSA-N,CCN,-1.804100348,0.0157,178.23,168.432,ONSC
YLFRRPUBVUAHSR-RRPFGEQOSA-N,O=C(/C1=C/C[C@@H]2[C@@]1(CC[C@@H]3[C@@]4(C(=C/C[C@@H]23)\C[C@@H](O)CC4)C)C)C,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-1.803314435,0.015728437,314.5,313.048,ONSC
PZPZDEIASIKHPY-UHFFFAOYSA-N,O=C(c1cc(ccc1N)[N+]([O-])=O)c2ccccc2,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,-1.801934339,0.015778498,242.23,210.056,ONSC
WZWYJBNHTWCXIM-JLHYYAGUSA-N,O=C\2c1sccc1S(=O)(=O)N(C/2=C(/O)Nc3ncccc3)C,YZUUTMGDONTGTN-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,-1.801,0.01581248,337.4,260.368,ONSC
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.8,0.015848932,362.5,336.152,ONSC
CKAPSXZOOQJIBF-UHFFFAOYSA-N,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.8,0.015848932,284.8,174.048,ONSC
RFHAOTPXVQNOHP-UHFFFAOYSA-N,Fc1c(ccc(c1)F)C(O)(Cn2ncnc2)Cn3ncnc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.8,0.015848932,306.27,248.52,ONSC
VOEYXMAFNDNNED-UHFFFAOYSA-N,N(C)C(=O)Oc1cc(ccc1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.8,0.015848932,165.19,158.192,ONSC
LQNUZADURLCDLV-UHFFFAOYSA-N,[N+](=O)([O-])c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.8,0.015848932,123.11,107.728,ONSC
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.8,0.015848932,96.1,88.384,ONSC
CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.819587367,0.01515,284.8,174,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,-1.82,0.015135612,198.65,176.024,ONSC
MWRZTYMWLMGRRT-UHFFFAOYSA-N,C(C(=O)O)(SCSC(C(=O)O)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.823,0.01503142,224.3,190.048,ONSC
QVPPQDAPAFWTCK-UHFFFAOYSA-N,O=C(NNC(=S)Nc1ccc(Cl)cc1)c2ccncc2,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(O)C,-1.823293647,0.01502126,306.77,251.272,ONSC
YVUQSNJEYSNKRX-UHFFFAOYSA-N,Fc1ccc(cc1)C(c2ccc(F)cc2)CCCN5CCC(N4c3ccccc3NC4=O)CC5,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(O)C,-1.840885355,0.014424961,461.5,417.448,ONSC
TWBYWOBDOCUKOW-UHFFFAOYSA-N,c1cnccc1C(=O)O,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.840869158,0.014425499,123.11,107.632,ONSC
IXORZMNAPKEEDV-UHFFFAOYSA-N,O3C21C4C5(C(C1C(C(C=C2)O)(C3=O)C)C(=O)O)CC(CC4)(C(=C)C5)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.84,0.014454398,346.4,298.008,ONSC
OJYGBLRPYBAHRT-UHFFFAOYSA-N,ClC(Cl)(Cl)C2OC1OC(C(C1O2)O)C(O)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.84,0.014454398,309.5,221.32,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-1.839831707,0.01446,178.23,168.448,ONSC
BONIIQYTWOPUQI-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2c1C(=O)NC2=O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,-1.839271252,0.014478673,192.13,149.864,ONSC
IOQZSOCPFYNJIG-UHFFFAOYSA-N,c21c(c3c(nc1cccc2[N+](=O)[O-])cccc3)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.838,0.014521116,239.23,200.088,ONSC
RGCVKNLCSQQDEP-UHFFFAOYSA-N,Clc2cc1N(c3c(Sc1cc2)cccc3)CCCN4CCN(CCO)CC4,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.837,0.014554591,404,357.568,ONSC
DQULIMIQTCDUAN-UHFFFAOYSA-N,c1(cnccc1)C(=O)OCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.837,0.014554591,179.22,174.088,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,YIWUKEYIRIRTPP-UHFFFAOYSA-N,OCC(CC)CCCC,-1.836207656,0.014581169,212.27,178.248,ONSC
ZIMGGGWCDYVHOY-UHFFFAOYSA-N,N\C1=C\C(=N/C(=N)N1O)N2CCCCC2,YZUUTMGDONTGTN-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,-1.836,0.014588143,209.25,192.272,ONSC
SCWKRWCUMCMVPW-UHFFFAOYSA-N,N(C)C(=O)Oc1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.8,0.015848932,151.16,141.656,ONSC
GBAJQUQTRTUWDV-ZWOQCJTASA-N,CCC1CC/C(=N\O)/C(=N\O)/C1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.833,0.014689263,170.21,164.688,ONSC
VUGYASBDBBKPHA-UHFFFAOYSA-N,c21c3cccc1cccc2CN(C3)C(=Nc4ccc(cc4)N)N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.832,0.014723125,302.4,280.416,ONSC
AMRQXHFXNZFDCH-UHFFFAOYSA-N,N(CC)C(=O)C(OC(=O)Nc1ccccc1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.83,0.014791084,236.27,221.464,ONSC
FLOSMHQXBMRNHR-UHFFFAOYSA-N,S(=O)(=O)(N)C1=NN(C(=NC(=O)C)S1)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.83,0.014791084,236.3,179.696,ONSC
KRIOVPPHQSLHCZ-UHFFFAOYSA-N,O=C(CC)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.83,0.014791084,134.17,135.352,ONSC
WWYNJERNGUHSAO-XUDSTZEESA-N,O=C4\C=C3/[C@@H]([C@H]2CC[C@]1([C@@H](CC[C@]1(C#C)O)[C@@H]2CC3)CC)CC4,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.829999999,0.014791084,312.4,307.456,ONSC
CCCTUMZHWVZMQA-UHFFFAOYSA-N,N1(C(=O)C(=C(N1C)C)NC(=O)NCC)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.826,0.014927944,274.32,255.752,ONSC
QKWTXJSLAZKYGV-UHFFFAOYSA-N,O=C(Nc1ccc(cc1)C(=O)OC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.824612999,0.014975695,193.2,177.152,ONSC
GUCYFKSBFREPBC-UHFFFAOYSA-N,O=C(c1c(cc(cc1C)C)C)P(=O)(C(=O)c2c(cc(cc2C)C)C)c3ccccc3,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-1.824100182,0.014993389,418.5,391.776,ONSC
RZVAJINKPMORJF-UHFFFAOYSA-N,O=C(Nc1ccc(O)cc1)C,HEDRZPFGACZZDS-UHFFFAOYSA-N,C(Cl)(Cl)Cl,-1.823908741,0.015,151.16,140.656,ONSC
VSMDINRNYYEDRN-UHFFFAOYSA-N,c1cc(ccc1O)I,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.823908741,0.015,220.01,121.432,ONSC
SKCNYHLTRZIINA-UHFFFAOYSA-N,c1cc(ncc1CCl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.834150523,0.0146504,162.01,126.496,ONSC
JZFPYUNJRRFVQU-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,HEDRZPFGACZZDS-UHFFFAOYSA-N,C(Cl)(Cl)Cl,-1.795880017,0.016,282.22,222.168,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,AOPDRZXCEAKHHW-UHFFFAOYSA-N,O(CCCCC)CCCCC,-1.795880017,0.016,178.23,168.224,ONSC
CDBXKLYOJGRINM-UHFFFAOYSA-N,c1(cc(ccc1)[N+](=O)[O-])C(=O)NC(C(=O)O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.795,0.016032454,238.2,203.152,ONSC
ACVNMTOONYGQIK-UHFFFAOYSA-N,C1(=C(C(=O)NC(=O)N1)Br)CN2CCCC2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.775,0.01678804,274.11,195.256,ONSC
AVZVLGDSSQKRGL-UHFFFAOYSA-N,N2(C(=O)COC(=O)c1ccccc1)CCOCC2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.773,0.01686553,249.26,224.504,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.770660046,0.016956646,216.3,179.48,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-1.770459932,0.016964461,212.27,177.952,ONSC
CBOQJANXLMLOSS-UHFFFAOYSA-N,C(=O)c1cc(c(cc1)O)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.77,0.016982437,166.17,153.104,ONSC
WSWCOQWTEOXDQX-UHFFFAOYSA-N,OC(=O)C=CC=CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.77,0.016982437,112.13,111.728,ONSC
SLGBZMMZGDRARJ-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3c4c2cccc4,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.769999988,0.016982437,228.3,208.768,ONSC
DFWFIQKMSFGDCQ-UHFFFAOYSA-N,c1(nc(nc(n1)N)Cl)NC(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.768,0.017060824,187.63,161.072,ONSC
ZZRMMIWUJLCXPF-UHFFFAOYSA-N,C1(=CNC(=O)NC1=O)NS(=O)(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.766,0.017139573,207.17,147.448,ONSC
NNJVILVZKWQKPM-UHFFFAOYSA-N,N(CC)(CC)CC(=O)Nc1c(cccc1C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.76,0.017378008,234.34,243.12,ONSC
ISAOCJYIOMOJEB-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)c2ccccc2)O,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-1.759993266,0.017378278,212.24,196.48,ONSC
BXAOUWIVXLQYOZ-UHFFFAOYSA-N,O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,-1.759303401,0.017405905,443.5,422.848,ONSC
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2c1c(=O)n(c(=O)n2C)C,VZGDMQKNWNREIO-UHFFFAOYSA-N,ClC(Cl)(Cl)Cl,-1.757901177,0.017462195,194.19,166.296,ONSC
LNTLWEUAGAFRJR-UHFFFAOYSA-N,n1c2c(ncc1)nc(SC)nc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.756,0.017538805,178.22,146.504,ONSC
MLKXDPUZXIRXEP-MFOYZWKCSA-N,O=S(c1ccc(cc1)\C=C3/c2ccc(F)cc2\C(=C3C)CC(=O)O)C,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.756,0.017538805,356.4,308.008,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.755920004,0.017542036,216.3,180.096,ONSC
WKRLQDKEXYKHJB-HFTRVMKXSA-N,O=C3CC[C@H]4C/2=C/Cc1c(ccc(O)c1)[C@H]\2CC[C@]34C,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.752,0.01770109,268.3,252.272,ONSC
DWMREKMVXIFPFM-QBFSEMIESA-N,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncc(s3)C)C,WVDDGKGOMKODPV-UHFFFAOYSA-N,c1ccc(cc1)CO,-1.750119064,0.01777792,351.4,276.928,ONSC
BZHJMEDXRYGGRV-UHFFFAOYSA-N,ClC=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.75,0.017782794,62.5,54.664,ONSC
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)c1c(cccc1)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.76,0.017378008,137.14,122.592,ONSC
JTAGHJPZEDNHHA-UHFFFAOYSA-N,c1(c(cc(cc1)CCNC(=O)CNc2cc(ccc2)C(=O)NC)OC)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.845,0.01428894,371.4,348.208,ONSC
RXKNNAKAVAHBNK-UHFFFAOYSA-N,c1c[n+](ccc1[N+](=O)[O-])[O-],BZLVMXJERCGZMT-UHFFFAOYSA-N,O(C(C)(C)C)C,-1.777283529,0.0167,140.1,113.736,ONSC
RXKNNAKAVAHBNK-UHFFFAOYSA-N,c1c[n+](ccc1[N+](=O)[O-])[O-],JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(C)CCC,-1.779891912,0.0166,140.1,113.856,ONSC
DSBMOVYUOIIPDK-UHFFFAOYSA-N,C1(C(=O)N(C(=O)N1)Cc2ccccc2)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.795,0.016032454,218.25,204.088,ONSC
QGJZLNKBHJESQX-FZFNOLFKSA-N,O=C(O)[C@@]54[C@@H]([C@@H]3[C@@]([C@]1([C@@H]([C@]2(C)[C@@H](CC1)C(C)(C)[C@@H](O)CC2)CC3)C)(C)CC4)[C@H](C(=C)\C)CC5,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-1.794069617,0.016066837,456.7,456.864,ONSC
DGBIGWXXNGSACT-UHFFFAOYSA-N,[O-][N+](=O)c3cc\1c(NC(=O)C/N=C/1c2ccccc2Cl)cc3,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.793174124,0.0161,315.71,250.832,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-1.793092942,0.01610301,216.3,179.384,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-1.790947487,0.016182757,212.27,178.392,ONSC
HOLHYSJJBXSLMV-UHFFFAOYSA-N,Clc1c(c(ccc1)Cl)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.79,0.016218101,163,122.32,ONSC
YPVJIJCRLUYMMM-UHFFFAOYSA-N,c1(ccc(cc1)N=NN(CC(CC)C)C)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.789,0.016255488,249.31,243.104,ONSC
XBLAEBYYJMOIDO-UHFFFAOYSA-N,N1(C(=O)OCC)CCN(CC1)C(=S)NCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.788,0.01629296,245.34,228.952,ONSC
HZSFDBKBUGUMOD-UHFFFAOYSA-N,C1(C(=O)N(C(=O)NC1=O)CC(CO)O)(c2ccccc2)CC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.787,0.016330519,306.31,272.2,ONSC
ROAXLGSFGIOFMH-UHFFFAOYSA-N,c1cccc2oc(nc12)CSCc3nc4ccccc4o3,CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,-1.779258015,0.016624247,296.3,249.304,ONSC
VLYWMPOKSSWJAL-UHFFFAOYSA-N,O=S(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2,HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,-1.785687271,0.016379956,280.31,231.92,ONSC
JWAZRIHNYRIHIV-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)O,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,-1.783034005,0.016480333,144.17,134.424,ONSC
QNMANLUEFQNQCX-UHFFFAOYSA-N,c1(cc(c(cc1)O)OC)C(=O)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.783,0.016481624,182.17,162.112,ONSC
LGEPPIZTYFKCQZ-UHFFFAOYSA-N,C21(C(C(CC1=O)CC2)(C(=O)O)C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.781,0.0165577,182.22,168.064,ONSC
ZTHYODDOHIVTJV-UHFFFAOYSA-N,O(CCC)C(=O)c1cc(c(c(c1)O)O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.78,0.016595869,212.2,188.016,ONSC
JHEFOJNPLXSWNZ-UHFFFAOYSA-N,Fc1ccc(cc1)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.78,0.016595869,153.15,136.624,ONSC
NAQWICRLNQSPPW-UHFFFAOYSA-N,Clc2c1ccccc1c(Cl)c(Cl)c2Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.78,0.016595869,265.9,185.272,ONSC
NXFQHRVNIOXGAQ-YCRREMRBSA-N,O=[N+]([O-])c2oc(/C=N/N1C(=O)NC(=O)C1)cc2,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.78,0.016595869,238.16,185.912,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,C1=CC=C2C=C3C=CC=CC3=CC2=C1,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.78,0.016595869,178.23,168.552,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,c1ccc(cc1)Cl,-1.78,0.016595869,198.65,175.88,ONSC
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1Cl,MVPPADPHJFYWMZ-UHFFFAOYSA-N,c1ccc(cc1)Cl,-1.78,0.016595869,233.09,191.152,ONSC
WHBHBVVOGNECLV-OBQKJFGGSA-N,O=C4\C=C2/[C@]([C@H]1CC[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-1.785156152,0.0164,346.5,327.016,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,AMQJEAYHLZJPGS-UHFFFAOYSA-N,OCCCCC,-1.845073455,0.014286523,212.27,177.992,ONSC
BGRJTUBHPOOWDU-UHFFFAOYSA-N,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.85,0.014125375,341.4,305.44,ONSC
QPJVMBTYPHYUOC-UHFFFAOYSA-N,C(=O)(c1ccccc1)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.85,0.014125375,136.15,128.376,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,RSJKGSCJYJTIGS-UHFFFAOYSA-N,C(CCCCCCCC)CC,-1.910094889,0.0123,178.23,168.648,ONSC
LDJVNWFKNMYYNT-SQFISAMPSA-N,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncccc3)C,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.91,0.012302688,331.3,269.424,ONSC
BUNFNRVLMKHKIT-UHFFFAOYSA-N,[N+](=O)([O-])c1c(cccc1)NC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.91,0.012302688,180.16,156.184,ONSC
DIKBFYAXUHHXCS-UHFFFAOYSA-N,BrC(Br)Br,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.91,0.012302688,252.73,88.352,ONSC
UJAOSPFULOFZRR-UHFFFAOYSA-N,N(c1ccc(cc1)OC(=O)C)C(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.91,0.012302688,193.2,177.424,ONSC
BGRJTUBHPOOWDU-UHFFFAOYSA-N,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.908958654,0.012332222,341.4,305.208,ONSC
PXWLVJLKJGVOKE-UHFFFAOYSA-N,N1(C(=O)C(=C(N1C)C)C(C)C)c2ccccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.908,0.012359474,230.31,226.872,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-1.907620716,0.012370273,212.27,177.992,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,SNRUBQQJIBEYMU-UHFFFAOYSA-N,C(CCCCCCCC)CCC,-1.907222982,0.012381607,178.23,169.072,ONSC
WIIZWVCIJKGZOK-RKDXNWHRSA-N,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.907,0.012387966,323.13,253.976,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.903811271,0.012479257,212.27,178.112,ONSC
XSWHNYGMWWVAIE-UHFFFAOYSA-N,C(C1NCCCC1)(c2ccccc2)(c3ccccc3)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.903,0.01250259,267.4,259.976,ONSC
GATVIKZLVQHOMN-UHFFFAOYSA-N,C(Br)(Br)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.9,0.012589254,208.28,83.96,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,ATHHXGZTWNVVOU-UHFFFAOYSA-N,O=CNC,-1.896815769,0.012681897,178.23,168.416,ONSC
QGJZLNKBHJESQX-FZFNOLFKSA-N,O=C(O)[C@@]54[C@@H]([C@@H]3[C@@]([C@]1([C@@H]([C@]2(C)[C@@H](CC1)C(C)(C)[C@@H](O)CC2)CC3)C)(C)CC4)[C@H](C(=C)\C)CC5,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,-1.895570991,0.012718298,456.7,457.424,ONSC
JWAZRIHNYRIHIV-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)O,VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,-1.894220758,0.012757901,144.17,134.576,ONSC
IKCLCGXPQILATA-UHFFFAOYSA-N,Clc1c(cccc1)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.89,0.012882496,156.56,126.48,ONSC
XADCESSVHJOZHK-UHFFFAOYSA-N,N1(CCC(CC1)(c2ccccc2)C(=O)OCC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.89,0.012882496,247.33,243.664,ONSC
PGMYKACGEOXYJE-UHFFFAOYSA-N,C(=O)(C)OCCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.89,0.012882496,130.18,140.472,ONSC
SLRCCWJSBJZJBV-UHFFFAOYSA-N,N41C(C2CN3C(C(C1)C2)CCCC3)CCCC4,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.89,0.012882496,234.38,238.512,ONSC
PQVZDTWRGIHYCU-UHFFFAOYSA-N,N2C(=O)NC(=O)C1(CC1)C2=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.89,0.012882496,154.12,128.704,ONSC
CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-1.90274269,0.01251,284.8,173.648,ONSC
CCGPUGMWYLICGL-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(CCCC)C)cc1Cl,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.889728533,0.012890551,275.17,240.424,ONSC
